walking_violation,unsafe_movement_score,improper_tool_usage,phone_usage_freq,distraction_score,work_speed,task_sequence_error,risk_trend,past_incidents,human_risk_label
9,0.3836536711102836,1,7,0.8681913543997569,1.06,3,0.21039365902536866,8,100
2,0.7785980223655099,0,14,0.04424066615612532,0.82,2,0.6224817978962996,7,84
2,0.7839288187139015,3,15,0.98827911756266,0.89,1,0.25671389515697396,10,99
8,0.2572248243792261,5,19,0.6438291445725302,1.22,1,0.9258827728475323,2,100
7,0.5868645172177556,0,1,0.16856460525834904,1.1,3,0.9364444947803242,1,50
9,0.9513329409286441,3,5,0.7179505085035549,0.84,1,0.21244767449826396,8,87
8,0.5882693531981763,1,14,0.593213136316411,0.73,2,0.8900832237087358,3,83
4,0.47866566826737034,2,7,0.5073220282898748,0.96,2,0.20559306342638162,10,85
0,0.4566299638403034,4,15,0.7353226823685574,0.91,5,0.5496511096188699,8,80
5,0.6402562937763192,1,17,0.8870474385131533,1.09,0,0.035067799572509495,4,82
2,0.7836950799195588,1,10,0.0969769392123564,0.99,4,0.647357215349334,4,83
8,0.13384536152768656,0,20,0.9075875686980605,1.13,0,0.0639654980274299,8,84
5,0.6228396480099782,4,13,0.8239839719149563,0.87,5,0.8502156525703272,5,96
4,0.6678153444498613,3,18,0.4815540440518803,0.93,3,0.4191235399996551,7,98
10,0.8551402108010699,4,5,0.3637572152624443,0.75,3,0.6173094513813822,4,96
10,0.8640173984192352,5,10,0.9015268665501834,1.06,5,0.563980661275089,2,80
6,0.5381369880758577,0,3,0.7957399351396276,0.94,2,0.5159909493810729,6,99
4,0.9987173188492098,5,5,0.4002918509870418,1.13,0,0.8828550209625319,9,95
0,0.9129252945336482,3,5,0.3064097836604054,1.1,4,0.7265697449322307,5,86
2,0.16326594204330802,2,14,0.3486834589702802,0.96,3,0.603582202717919,9,99
8,0.21616240426832956,5,19,0.4388833808467708,1.0,2,0.5154102917588466,3,86
6,0.39198556839563214,1,6,0.32579008157933886,1.16,5,0.36842352549307034,3,84
7,0.9207791072191301,4,4,0.6443767287213996,1.19,4,0.7772465523968876,4,98
8,0.9757765572935969,1,1,0.43161532436362393,0.89,1,0.032725465185049596,1,50
7,0.7210223742216527,3,4,0.39768973590206935,1.06,0,0.26039689952150646,10,88
6,0.5397403155353326,2,2,0.6016986128757701,0.87,5,0.31744737837347203,2,87
9,0.9712864962727594,2,13,0.3969496766808125,1.04,0,0.3724563359369347,9,88
